T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;lux_lx;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
22.07;1034.60;39.15;22.39;1034.88;41.33;-0.04;0.17;-9.63;-0.01;-0.01;-0.03;-8.69;77.35;90.76;54612;87007;
22.01;1034.61;38.74;22.42;1034.89;40.66;0.13;0.14;-9.72;-0.01;-0.01;-0.03;-9.05;77.35;90.76;54612;92413;
21.98;1034.59;38.52;22.41;1034.85;40.28;0.12;0.18;-9.70;0.02;0.02;-0.03;-9.23;76.80;92.33;54612;97818;
21.94;1034.56;38.62;22.39;1034.87;40.14;0.08;0.15;-9.70;-0.00;-0.00;-0.03;-0.54;82.98;84.65;54612;103223;
21.93;1034.59;38.88;22.38;1034.86;40.46;0.10;0.13;-9.70;0.00;0.00;-0.03;-2.17;83.16;83.08;54612;108628;
21.92;1034.62;38.75;22.35;1034.87;40.11;0.11;0.14;-9.70;0.00;0.00;-0.03;-0.90;82.98;85.00;54612;114034;
21.92;1034.62;38.43;22.33;1034.90;39.95;0.10;0.14;-9.70;0.00;0.00;-0.03;-0.36;82.79;86.22;54612;119439;
21.92;1034.59;38.33;22.31;1034.79;39.90;0.11;0.14;-9.73;0.00;0.00;-0.03;-1.99;82.25;84.30;54612;124845;
21.88;1034.53;38.29;22.31;1034.78;40.14;0.10;0.15;-9.70;0.00;0.00;-0.03;-2.90;82.43;84.13;54612;130254;
21.84;1034.56;38.85;22.29;1034.81;40.11;0.14;0.12;-9.72;-0.00;-0.00;-0.03;-1.99;83.70;83.95;54612;135662;
21.85;1034.56;39.26;22.28;1034.81;40.50;0.08;0.14;-9.68;-0.01;-0.01;-0.03;-1.99;83.70;83.60;54612;141069;
21.89;1034.55;39.62;22.29;1034.80;40.85;0.13;0.12;-9.71;-0.00;0.00;-0.03;-0.72;82.07;83.43;54612;146476;
21.88;1034.54;38.91;22.29;1034.78;40.43;0.11;0.12;-9.71;0.00;0.00;-0.03;-3.26;83.88;85.17;54612;151881;
21.90;1034.64;38.81;22.29;1034.87;40.39;0.10;0.15;-9.71;-0.00;-0.00;-0.03;-2.53;82.43;85.17;54612;157286;
21.86;1034.65;39.03;22.29;1034.90;40.49;0.13;0.12;-9.72;0.00;0.00;-0.03;-2.35;83.70;85.70;54612;162692;
21.90;1034.58;39.84;22.29;1034.83;41.02;0.14;0.13;-9.71;0.00;0.00;-0.03;-3.80;84.79;85.00;54612;168097;
21.91;1034.51;38.97;22.28;1034.79;40.65;0.13;0.13;-9.71;0.00;-0.00;-0.03;-22.26;77.17;85.35;54612;173505;
21.93;1034.55;38.63;22.29;1034.82;40.37;0.10;0.14;-9.73;0.00;0.00;-0.03;-20.99;76.62;85.52;54612;178913;
21.94;1034.59;38.50;22.31;1034.89;40.25;0.12;0.13;-9.71;-0.00;0.00;-0.03;-20.99;76.98;86.92;54612;184318;
21.97;1034.57;38.52;22.33;1034.84;40.09;0.14;0.14;-9.71;0.00;0.00;-0.03;-21.72;75.89;87.27;54612;189725;
21.99;1034.57;38.20;22.36;1034.82;39.90;0.10;0.12;-9.69;-0.00;-0.00;-0.03;-22.26;77.17;87.09;54612;195133;
21.97;1034.60;38.20;22.37;1034.86;39.82;0.11;0.15;-9.71;-0.00;-0.00;-0.03;-22.08;77.71;85.52;54612;200542;
21.95;1034.61;38.09;22.36;1034.86;39.70;0.15;0.10;-9.69;0.00;0.00;-0.03;-20.09;77.89;87.09;54612;205948;
21.97;1034.65;41.07;22.36;1034.90;41.56;0.12;0.13;-9.69;-0.00;-0.00;-0.03;-20.99;75.53;86.57;54612;211355;
22.06;1034.57;41.24;22.37;1034.79;42.49;0.13;0.12;-9.73;0.00;0.00;-0.03;-20.99;76.98;87.27;54612;216761;
22.04;1034.55;38.46;22.38;1034.79;40.92;0.14;0.12;-9.69;0.00;0.00;-0.03;-22.62;75.71;87.79;54612;222168;
22.04;1034.54;38.38;22.40;1034.79;40.50;0.12;0.11;-9.72;0.00;0.00;-0.03;-21.36;76.98;88.32;54612;227579;
22.07;1034.59;38.02;22.44;1034.84;39.97;0.13;0.12;-9.71;0.00;0.00;-0.03;-20.81;76.44;87.09;54612;232978;
22.07;1034.63;38.11;22.46;1034.86;39.82;0.14;0.12;-9.73;0.00;0.00;-0.03;-20.99;76.98;87.27;54612;238385;
22.07;1034.60;41.20;22.47;1034.82;40.69;0.15;0.15;-9.73;0.01;0.01;-0.03;-21.54;75.71;86.40;54612;243791;
22.14;1034.59;39.93;22.48;1034.82;40.63;0.19;0.08;-9.72;0.01;0.01;-0.03;-21.36;78.07;86.22;54612;249198;
22.19;1034.58;39.82;22.50;1034.82;40.70;0.10;0.14;-9.67;-0.00;0.00;-0.03;-21.90;77.53;87.79;54612;254605;
22.22;1034.56;39.48;22.50;1034.85;40.40;0.15;0.11;-9.72;0.01;0.01;-0.03;-20.45;75.71;86.05;54612;260009;
22.20;1034.55;38.23;22.51;1034.84;40.85;0.17;0.08;-9.73;0.01;0.00;-0.03;-19.91;76.62;86.92;54612;265416;
22.21;1034.62;37.72;22.53;1034.89;40.15;0.13;0.13;-9.71;0.00;0.00;-0.03;-21.54;77.53;86.75;54612;270822;
