$GPGGA,,,,,,0,00,99.99,,,,,,*48
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,1,1,04,10,,,43,15,,,38,20,,,44,21,,,41*70
$GPGLL,,,,,,V,N*64
$GPRMC,,V,,,,,,,,,,N*53
$GPVTG,,,,,,,,,N*30
$GPGGA,,,,,,0,00,99.99,,,,,,*48
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,03,,,28,10,,,40,15,,,32,20,,,45*76
$GPGSV,2,2,06,21,,,36,26,,,30*7E
$GPGLL,,,,,,V,N*64
$GPRMC,,V,,,,,,,,,,N*53
$GPVTG,,,,,,,,,N*30
$GPGGA,,,,,,0,00,99.99,,,,,,*48
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,05,10,,,41,15,,,41,20,,,46,21,,,36*7C
$GPGSV,2,2,05,26,,,39*72
$GPGLL,,,,,,V,N*64
$GPRMC,,V,,,,,,,,,,N*53
$GPVTG,,,,,,,,,N*30
$GPGGA,,,,,,0,00,99.99,,,,,,*48
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,05,10,,,37,15,,,44,20,,,47,21,,,45*7D
$GPGSV,2,2,05,26,,,40*7C
$GPGLL,,,,,,V,N*64
$GPRMC,,V,,,,,,,,,,N*53
$GPVTG,,,,,,,,,N*30
$GPGGA,,,,,,0,00,99.99,,,,,,*48
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,05,10,,,31,15,,,39,20,,,42,21,,,38*7E
$GPGSV,2,2,05,26,,,42*7E
$GPGLL,,,,,,V,N*64
18.31;1022.27;35.40;19.42;1021.48;32.34;-1.44;0.06;-9.50;-0.00;0.00;-0.00;-17.33;6.61;20.42;33032;
$GPRMC,221857.00,V,,,,,,,,,,N*76
$GPVTG,,,,,,,,,N*30
$GPGGA,2,00,99.99,,,,,,*6D
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,08,,,33,10,,,34,15,,,39,20,,,42*78
$GPGSV,2,2,06,21,,,40,26,,,38*77
$GPGLL,,,,,221857.00,V,N*41
$GPRMC,221858.00,V,,,,,,,,,,N*79
$GPVTG,,,,,,,,,N*30
$GPGGA,221858.00,,,,,0,00,99.99,,,,,,*62
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,08,,,33,10,,,36,15,,,41,20,,,44*73
$GPGSV,2,2,06,21,,,38,26,,,42*75
$GPGLL,,,,,221858.00,V,N*4E
$GPRMC,221859.00,V,,,,,,,,,,N*78
$GPVTG,,,,,,,,,N*30
$GPGGA,221859.00,,,,,0,00,99.99,,,,,,*63
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,08,,,32,10,,,39,15,,,41,20,,,42*7B
$GPGSV,2,2,06,21,,,31,26,,,35*7C
$GPGLL,,,,,221859.00,V,N*4F
$GPRMC,221900.00,V,,,,,,,,,,N*75
$GPVTG,,,,,,,,,N*30
$GPGGA,221900.00,,,,,0,00,99.99,,,,,,*6E
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,08,,,34,10,,,43,15,,,39,20,,,41*7C
$GPGSV,2,2,06,21,,,39,26,,,39*78
$GPGLL,,,,,221900.00,V,N*42
$GPRMC,221901.00,V,,,,,,,,,,N*74
$GPVTG,,,,,,,,,N*30
$GPGGA,221901.00,,,,,0,00,99.99,,,,,,*6F
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,08,,,36,10,,,43,15,,,43,20,,,42*70
$GPGSV,2,2,06,21,,,40,26,,,37*78
$GPGLL,,,,,221901.00,V,N*43
$GPRMC,221902.00,V,,,,,,,,,,N*77
$GPVTG,,,,,,,,,N*30
$GPGGA,221902.00,,,,,0,00,99.99,,,,,,*6C
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
17.35;1022.29;36.70;16.69;1021.39;35.21;-1.43;0.08;-9.44;0.00;-0.00;-0.00;-16.97;5.54;21.11;38436;
$GPGSV,2,1,07,04,,,24,08,,,36,10,,,43,15,,,41*75
$GPGSV,2,2,07,20,,,42,21,,,36,26,,,3$GPRMC,221903.00,V,,,,,,,,,,N*76
$GPVTG,,,,,,,,,N*30
$GPGGA,221903.00,,,,,0,00,99.99,,,,,,*6D
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,08,,,35,10,,,43,15,,,42,20,,,39*7E
$GPGSV,2,2,06,21,,,40,26,,,38*77
$GPGLL,,,,,221903.00,V,N*41
$GPRMC,221904.00,V,,,,,,,,,,N*71
$GPVTG,,,,,,,,,N*30
$GPGGA,221904.00,,,,,0,00,99.99,,,,,,*6A
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,33,10,,,42,15,,,43,20,,,39*79
$GPGSV,2,2,07,21,,,38,26,,,38,39,,,38*78
$GPGLL,,,,,221904.00,V,N*46
$GPRMC,221905.00,V,,,,,,,,,,N*70
$GPVTG,,,,,,,,,N*30
$GPGGA,221905.00,,,,,0,00,99.99,,,,,,*6B
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,33,10,,,42,15,,,43,20,,,39*79
$GPGSV,2,2,07,21,,,39,26,,,38,39,,,43*75
$GPGLL,,,,,221905.00,V,N*47
$GPRMC,221906.00,V,,,,,,,,,,N*73
$GPVTG,,,,,,,,,N*30
$GPGGA,221906.00,,,,,0,00,99.99,,,,,,*68
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,33,10,,,41,15,,,44,20,,,39*7D
$GPGSV,2,2,07,21,,,37,26,,,38,39,,,43*7B
$GPGLL,,,,,221906.00,V,N*44
$GPRMC,221907.00,V,,,,,,,,,,N*72
$GPVTG,,,,,,,,,N*30
$GPGGA,221907.00,,,,,0,00,99.99,,,,,,*69
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,33,10,,,41,15,,,40,20,,,39*79
$GPGSV,2,2,07,21,,,40,26,,,38,39,,,44*7C
$GPGLL,,,,,221907.00,V,N*45
15.44;1022.31;38.83;15.29;1021.45;37.81;-1.45;0.08;-9.42;0.00;-0.00;-0.00;-17.15;5.36;21.28;43824;
$GPRMC,221908.00,V,,,,,,,,,,N*7D
$GPVTG,,,,,,,,,N*30
$GPGGA,221908.00,,,,,0,00,99.99,,,,,,*66
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,32,10,,,41,15,,,39,20,,,31*7E
$GPGSV,2,2,07,21,,,38,26,,,38,39,,,43*74
$GPGLL,,,,,221908.00,V,N*4A
$GPRMC,221909.00,V,,,,,,,,,,N*7C
$GPVTG,,,,,,,,,N*30
$GPGGA,221909.00,,,,,0,00,99.99,,,,,,*67
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,32,10,,,45,15,,,35,20,,,40*70
$GPGSV,2,2,07,21,,,40,26,,,40,39,,,42*75
$GPGLL,,,,,221909.00,V,N*4B
$GPRMC,221910.00,V,,,,,,,,,,N*74
$GPVTG,,,,,,,,,N*30
$GPGGA,221910.00,,,,,0,00,99.99,,,,,,*6F
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,08,05,,,22,08,,,28,10,,,48,15,,,45*7D
$GPGSV,2,2,08,20,,,24,21,,,36,26,,,43,39,,,42*7C
$GPGLL,,,,,221910.00,V,N*43
$GPRMC,221911.00,V,,,,,,,,,,N*75
$GPVTG,,,,,,,,,N*30
$GPGGA,221911.00,,,,,0,00,99.99,,,,,,*6E
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,28,10,,,49,15,,,45,20,,,30*77
$GPGSV,2,2,07,21,,,35,26,,,42,39,,,42*75
$GPGLL,,,,,221911.00,V,N*42
$GPRMC,221912.00,V,,,,,,,,,,N*76
$GPVTG,,,,,,,,,N*30
$GPGGA,221912.00,,,,,0,00,99.99,,,,,,*6D
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,28,10,,,49,15,,,45,20,,,29*7F
$GPGSV,2,2,07,21,,,35,26,,,42,39,,,43*74
$GPGLL,,,,,221912.00,V,N*41
15.12;1022.22;40.45;14.00;1021.36;40.12;-1.46;0.09;-9.44;-0.00;-0.00;-0.00;-16.08;4.29;19.56;49206;
$GPRMC,221913.00,V,,,,,,,,,,N*77
$GPVTG,,,,,,,,,N*30
$GPGGA,221913.00,,,,,0,00,99.99,,,,,,*6C
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,27,10,,,49,15,,,45,20,,,28*71
$GPGSV,2,2,07,21,,,35,26,,,42,39,,,43*74
$GPGLL,,,,,221913.00,V,N*40
$GPRMC,221914.00,V,,,,,,,,,,N*70
$GPVTG,,,,,,,,,N*30
$GPGGA,221914.00,,,,,0,00,99.99,,,,,,*6B
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,08,,,27,10,,,49,15,,,45,20,,,26*7F
$GPGSV,2,2,07,21,,,35,26,,,42,39,,,43*74
$GPGLL,,,,,221914.00,V,N*47
$GPRMC,221915.00,V,,,,,,,,,,N*71
$GPVTG,,,,,,,,,N*30
$GPGGA,221915.00,,,,,0,00,99.99,,,,,,*6A
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,08,08,,,27,10,,,49,13,,,37,15,,,45*70
$GPGSV,2,2,08,20,,,25,21,,,35,26,,,42,39,,,43*7E
$GPGLL,,,,,221915.00,V,N*46
$GPRMC,221916.00,V,,,,,,,,,,N*72
$GPVTG,,,,,,,,,N*30
$GPGGA,221916.00,,,,,0,00,99.99,,,,,,*69
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,08,08,,,28,10,,,49,13,,,36,15,,,45*7E
$GPGSV,2,2,08,20,,,24,21,,,35,26,,,42,39,,,43*7F
$GPGLL,,,,,221916.00,V,N*45
$GPRMC,221914.01,V,,,,,,,070220,,,N*76
$GPVTG,,,,,,,,,N*30
$GPGGA,221914.01,,,,,0,07,10.34,,,,,,*6B
$GPGSA,A,1,21,26,20,08,10,13,15,,,,,,11.73,10.34,5.56*0E
$GPGSV,4,1,13,07,15,306,,08,41,292,28,10,49,142,49,11,12,265,*72
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,,20,54,089,23*71
$GPGSV,4,3,13,21,35,069,35,26,24,179,42,27,78,290,33,30,08,336,*77
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221914.01,V,N*46
$GPRMC,221915.00,V,,,,,,,070220,,,N*76
$GPVTG,,,,,,,,,N*30
$GPGGA,221915.00,,,,,0,04,10.32,,,,,,*6E
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.72,10.32,5.56*07
$GPGSV,4,1,13,07,15,306,22,08,41,292,28,10,49,142,49,11,12,265,29*79
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,,20,54,089,21*73
$GPGSV,4,3,13,21,35,069,35,26,24,179,42,27,78,290,34,30,08,336,21*73
14.36;1022.27;41.91;12.81;1021.43;42.43;-1.45;0.09;-9.44;0.00;-0.00;-0.00;-16.61;4.82;21.79;54647;
$GPGSV,4,4,13,39,27,159,42*4F
$GPGLL,,,,,221915.00,V,N*46
$GPRMC,221916.00,V,,,,,,,070220,,,N*75
$GPVTG,,,,,,,,,N*30
$GPGGA,221916.00,,,,,0,04,10.31,,,,,,*6E
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.71,10.31,5.56*07
$GPGSV,4,1,13,07,15,306,24,08,41,292,29,10,49,142,49,11,12,265,29*7E
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,32,20,54,089,20*73
$GPGSV,4,3,13,21,35,069,34,26,24,179,42,27,78,290,34,30,08,336,22*71
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221916.00,V,N*45
$GPRMC,221917.00,V,,,,,,,070220,,,N*74
$GPVTG,,,,,,,,,N*30
$GPGGA,221917.00,,,,,0,04,10.30,,,,,,*6E
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.70,10.30,5.55*04
$GPGSV,4,1,13,07,15,306,25,08,41,292,29,10,49,142,48,11,12,265,30*76
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,32,20,54,089,20*73
$GPGSV,4,3,13,21,35,069,34,26,24,179,41,27,78,290,35,30,08,336,21*70
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221917.00,V,N*44
$GPRMC,221918.00,V,,,,,,,070220,,,N*7B
$GPVTG,,,,,,,,,N*30
$GPGGA,221918.00,,,,,0,04,10.28,,,,,,*68
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.69,10.28,5.55*05
$GPGSV,4,1,13,07,15,306,26,08,41,292,30,10,49,142,48,11,12,265,30*7D
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,32,20,54,089,21*72
$GPGSV,4,3,13,21,35,069,33,26,24,179,41,27,78,290,36,30,08,336,21*74
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221918.00,V,N*4B
$GPRMC,221919.00,V,,,,,,,070220,,,N*7A
$GPVTG,,,,,,,,,N*30
$GPGGA,221919.00,,,,,0,04,10.27,,,,,,*66
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.68,10.27,5.55*0B
$GPGSV,4,1,13,07,15,306,26,08,41,292,31,10,49,142,48,11,12,265,31*7D
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,32,20,54,089,23*70
$GPGSV,4,3,13,21,35,069,33,26,24,179,41,27,78,290,37,30,08,336,20*74
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221919.00,V,N*4A
$GPRMC,221920.00,V,,,,,,,070220,,,N*70
$GPVTG,,,,,,,,,N*30
$GPGGA,221920.00,,,,,0,04,10.26,,,,,,*6D
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.67,10.26,5.55*05
$GPGSV,4,1,13,07,15,306,26,08,42,292,31,10,49,142,48,11,12,265,31*7E
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,31,20,54,089,24*74
$GPGSV,4,3,13,21,35,069,32,26,24,179,41,27,78,290,37,30,08,336,19*7F
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221920.00,V,N*40
13.90;1022.23;43.04;11.93;1021.40;44.68;-1.47;0.11;-9.43;-0.00;-0.00;-0.00;-15.18;4.11;22.14;60033;
$GPRMC,221921.00,V,,,,,,,070220,,,N*71
$GPVTG,,,,,,,,,N*30
$G,265,31*7C
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,31,20,54,089,26*76
$GPGSV,4,3,13,21,35,069,31,26,24,179,41,27,78,290,37,30,08,336,17*72
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221921.00,V,N*41
$GPRMC,221922.00,V,,,,,,,070220,,,N*72
$GPVTG,,,,,,,,,N*30
$GPGGA,221922.00,,,,,0,04,10.23,,,,,,*6A
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.64,10.23,5.55*03
$GPGSV,4,1,13,07,15,306,26,08,42,292,32,10,49,142,49,11,12,265,31*7C
$GPGSV,4,2,13,13,07,017,36,15,13,045,45,16,47,193,30,20,54,089,26*77
$GPGSV,4,3,13,21,35,069,30,26,24,179,41,27,78,290,37,30,08,336,14*70
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221922.00,V,N*42
$GPRMC,221923.00,V,,,,,,,070220,,,N*73
$GPVTG,,,,,,,,,N*30
$GPGGA,221923.00,,,,,0,04,10.22,,,,,,*6A
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.63,10.22,5.55*05
$GPGSV,4,1,13,07,15,306,26,08,42,292,32,10,49,142,49,11,12,265,31*7C
$GPGSV,4,2,13,13,07,017,37,15,13,045,44,16,47,193,30,20,54,089,27*76
$GPGSV,4,3,13,21,35,069,29,26,24,179,41,27,78,290,36,30,08,336,09*75
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221923.00,V,N*43
$GPRMC,221924.00,V,,,,,,,070220,,,N*74
$GPVTG,,,,,,,,,N*30
$GPGGA,221924.00,,,,,0,04,10.21,,,,,,*6E
$GPGSA,A,1,21,20,10,15,,,,,,,,,11.62,10.21,5.55*07
$GPGSV,4,1,13,07,15,306,25,08,42,292,32,10,49,142,49,11,12,265,30*7E
$GPGSV,4,2,13,13,07,017,36,15,13,045,44,16,47,193,30,20,54,089,26*76
$GPGSV,4,3,13,21,35,069,28,26,24,179,40,27,78,290,36,30,08,336,*7C
$GPGSV,4,4,13,39,27,159,43*4E
$GPGLL,,,,,221924.00,V,N*44
13.66;1022.22;43.76;11.14;1021.39;46.41;-1.46;0.10;-9.40;0.00;-0.00;-0.00;-16.08;2.86;22.31;64278;2020/02/07;22:19:25.00;53.14312;8.22127;1000000.00;3.67;255
$GPRMC,221925.00,A,5308.58729,N,00813.27599,E,1.982,287.15,070220,,,A*68
$GPVTG,287.15,T,,M,1.982,N,3.670,K,A*34
13.62;1022.25;43.91;10.82;1021.39;46.85;-1.46;0.10;-9.41;0.00;-0.00;-0.00;-16.26;5.54;21.45;65271;2020/02/07;22:19:26.00;53.14313;8.22125;1000000.00;5.15;255
$GPGGA,221925.00,5308$GPRMC,221926.00,A,5308.58779,N,00813.27503,E,2.787,240.75,070220,,,A*68
$GPVTG,240.75,T,,M,2.787,N,5.162,K,A*33
13.48;1022.22;44.07;10.71;1021.40;47.25;-1.47;0.09;-9.40;0.00;-0.00;-0.00;-16.26;4.11;21.79;66271;2020/02/07;22:19:27.00;53.14314;8.22124;1000000.00;3.74;255
$GPGGA,221926.00,5308$GPRMC,221927.00,A,5308.58874,N,00813.27455,E,2.023,232.38,070220,,,A*6C
$GPVTG,232.38,T,,M,2.023,N,3.747,K,A*31
13.31;1022.24;44.26;10.59;1021.40;47.72;-1.47;0.11;-9.44;0.00;-0.00;-0.00;-17.15;4.29;22.31;67328;2020/02/07;22:19:28.00;53.14315;8.22124;1000000.00;3.85;255
$GPGGA,221927.00,5308$GPRMC,221928.00,A,5308.58943,N,00813.27455,E,2.084,227.17,070220,,,A*62
$GPVTG,227.17,T,,M,2.084,N,3.859,K,A*35
13.23;1022.27;44.46;10.43;1021.40;48.09;-1.46;0.11;-9.40;0.00;-0.00;-0.00;-16.61;4.47;19.74;68265;2020/02/07;22:19:29.00;53.14317;8.22124;1000000.00;1.72;255
$GPGGA,221928.00,5308$GPRMC,221929.00,A,5308.58994,N,00813.27427,E,0.939,,070220,,,A*7E
$GPVTG,,T,,M,0.939,N,1.738,K,A*2D
13.12;1022.28;44.66;10.35;1021.41;48.47;-1.46;0.11;-9.39;0.00;-0.00;-0.00;-17.15;3.93;21.28;69264;2020/02/07;22:19:30.00;53.14318;8.22123;1000000.00;1.00;255
$GPGGA,221929.00,5308.58994$GPRMC,221930.00,A,5308.59061,N,00813.27385,E,0.542,,070220,,,A*7B
$GPVTG,,T,,M,0.542,N,1.003,K,A*22
13.03;1022.26;44.88;10.21;1021.40;48.86;-1.45;0.11;-9.40;0.00;-0.00;-0.00;-16.26;3.75;22.48;70305;2020/02/07;22:19:31.00;53.14349;8.22140;1000000.00;0.67;255
$GPGGA,221930.00,5308.59061$GPRMC,221931.00,A,5308.60925,N,00813.28384,E,0.362,,070220,,,A*73
$GPVTG,,T,,M,0.362,N,0.671,K,A*24
12.83;1022.28;45.09;10.12;1021.42;49.19;-1.46;0.09;-9.41;0.00;-0.00;-0.00;-16.26;4.82;22.14;71279;2020/02/07;22:19:32.00;53.14352;8.22138;1000000.00;0.39;255
$GPGGA,221931.00,5308.60925$GPRMC,221932.00,A,5308.61152,N,00813.28305,E,0.214,,070220,,,A*70
$GPVTG,,T,,M,0.214,N,0.396,K,A*28
12.76;1022.27;45.33;9.96;1021.40;49.60;-1.47;0.10;-9.40;0.00;-0.00;-0.00;-16.43;3.93;21.97;72280;2020/02/07;22:19:33.00;53.14354;8.22137;1000000.00;0.74;255
$GPGGA,221932.00,5308.61152$GPRMC,221933.00,A,5308.61261,N,00813.28224,E,0.402,,070220,,,A*71
$GPVTG,,T,,M,0.402,N,0.745,K,A*23
